id_customer,merchant_name,id_order,order_date,order_total_paid,order_delivery_fee,order_total_promo,order_tip,order_year,order_normal_price,deliveroo_plus
1012,deliveroo,28731057,2018-10-21,18.35,0.0,0.0,0.0,2018,18.35,1
1012,deliveroo,28904869,2018-10-23,13.18,0.0,0.0,0.0,2018,13.18,1
1012,deliveroo,29288454,2018-10-25,22.04,0.0,0.0,0.0,2018,22.04,1
1012,deliveroo,29498972,2018-10-27,21.69,0.0,0.0,0.0,2018,21.69,1
1012,deliveroo,30388243,2018-10-30,14.96,0.0,0.0,0.0,2018,14.96,1
1012,deliveroo,31279954,2018-11-10,17.3,0.0,0.0,0.0,2018,17.3,1
1012,deliveroo,31279955,2018-11-10,19.01,0.0,0.0,0.0,2018,19.01,1
1012,deliveroo,31279956,2018-11-10,13.37,0.0,0.0,0.0,2018,13.37,1
1012,deliveroo,31279957,2018-11-09,13.67,0.0,0.0,0.0,2018,13.67,1
1012,deliveroo,31279958,2018-11-09,23.77,0.0,0.0,0.0,2018,23.77,1
1012,deliveroo,31279960,2018-11-08,19.47,0.0,0.0,0.0,2018,19.47,1
1012,deliveroo,31279962,2018-11-06,31.36,0.0,0.0,0.0,2018,31.36,1
1012,deliveroo,31408679,2018-11-12,19.21,0.0,0.0,0.0,2018,19.21,1
1012,deliveroo,32172983,2018-11-16,18.23,0.0,0.0,0.0,2018,18.23,1
1012,deliveroo,32432712,2018-11-25,18.01,0.0,0.0,0.0,2018,18.01,1
1012,deliveroo,33086672,2018-11-30,24.19,0.0,0.0,0.0,2018,24.19,1
1012,deliveroo,33806477,2018-12-04,17.74,0.0,0.0,0.0,2018,17.74,1
1012,deliveroo,33822945,2018-12-05,22.65,0.0,0.0,0.0,2018,22.65,1
1012,deliveroo,35424894,2018-12-25,17.77,0.0,0.0,0.0,2018,17.77,1
1012,deliveroo,35424895,2018-12-24,18.62,0.0,0.0,0.0,2018,18.62,1
1012,deliveroo,38764114,2019-01-20,33.68,0.0,0.0,0.0,2019,33.68,1
1012,deliveroo,38764116,2019-01-19,18.83,0.0,5.0,0.0,2019,23.83,1
1012,deliveroo,39153613,2019-01-21,16.86,0.0,1.68,0.0,2019,18.54,1
1012,deliveroo,39414099,2019-01-23,20.36,0.0,0.0,0.0,2019,20.36,1
1012,deliveroo,40844714,2019-02-01,19.09,0.0,0.0,0.0,2019,19.09,1
1012,deliveroo,41274486,2019-02-03,34.07,0.0,0.0,0.0,2019,34.07,1
1012,deliveroo,41443476,2019-02-04,16.41,0.0,0.0,0.0,2019,16.41,1
1012,deliveroo,41443477,2019-02-04,18.39,0.0,0.0,0.0,2019,18.39,1
1012,deliveroo,41490741,2019-02-05,17.89,0.0,0.0,0.0,2019,17.89,1
1012,deliveroo,42278684,2019-02-12,13.84,0.0,0.0,0.0,2019,13.84,1
1012,deliveroo,42749104,2019-02-16,26.43,0.0,0.0,0.0,2019,26.43,1
1012,deliveroo,43092117,2019-02-19,17.71,0.0,0.0,0.0,2019,17.71,1
1012,deliveroo,43234091,2019-02-20,15.86,0.0,0.0,0.0,2019,15.86,1
1012,deliveroo,43311982,2019-02-24,18.85,0.0,0.0,0.0,2019,18.85,1
1012,deliveroo,43681954,2019-02-28,14.16,0.0,0.0,0.0,2019,14.16,1
1012,deliveroo,45203438,2019-03-22,19.23,0.0,0.0,0.0,2019,19.23,1
1012,deliveroo,45568455,2019-03-27,18.32,0.0,0.0,0.0,2019,18.32,1
1012,deliveroo,45568456,2019-03-27,18.39,0.0,0.0,0.0,2019,18.39,1
1012,deliveroo,45691303,2019-03-31,20.53,0.0,0.0,0.0,2019,20.53,1
1057,deliveroo,32565427,2018-11-25,18.01,0.0,0.0,0.0,2018,18.01,1
1057,deliveroo,32565433,2018-11-23,24.44,0.0,0.0,0.0,2018,24.44,1
1057,deliveroo,32565441,2018-11-06,78.32,0.0,0.0,0.0,2018,78.32,1
1057,deliveroo,32565444,2018-10-26,37.0,0.0,0.0,0.0,2018,37.0,1
1057,deliveroo,32565447,2018-10-03,14.14,0.0,0.0,0.0,2018,14.14,1
1057,deliveroo,33299607,2018-11-28,63.02,0.0,0.0,0.0,2018,63.02,1
1226,deliveroo,32432577,2018-11-25,16.8,0.0,0.0,0.0,2018,16.8,1
1226,deliveroo,32432579,2018-11-24,15.82,0.0,0.0,0.0,2018,15.82,1
1226,deliveroo,32912053,2018-11-28,17.73,0.0,0.0,0.0,2018,17.73,1
1226,deliveroo,33300262,2018-12-01,17.76,0.0,0.0,0.0,2018,17.76,1
1226,deliveroo,33893817,2018-12-12,28.5,0.0,0.0,0.0,2018,28.5,1
1226,deliveroo,34132661,2018-12-16,14.29,0.0,0.0,0.0,2018,14.29,1
1226,deliveroo,34484620,2018-12-21,15.51,0.0,0.0,0.0,2018,15.51,1
1226,deliveroo,35645283,2019-01-03,45.82,0.0,0.0,0.0,2019,45.82,1
1244,deliveroo,28460129,2018-10-17,33.52,0.0,0.0,0.0,2018,33.52,1
